index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,type,chain,x11,x12,v_a_gene,j_a_gene,v_b_gene,j_b_gene,cluster_id,restriction,x13,x14,x15,x16,x17
445,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ43*01,TRBV6-5*01,TRBJ2-2*01,0,A*02:01,,,,,
447,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ43*01,TRBV7-8*01,TRBJ2-2*01,0,A*02:01,,,,,
448,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ43*01,TRBV2*01,TRBJ2-2*01,0,A*02:01,,,,,
450,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ43*01,TRBV24-1*01,TRBJ2-2*01,0,A*02:01,,,,,
451,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ30*01,TRBV29-1*01,TRBJ2-7*01,0,A*02:01,,,,,
452,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ43*01,TRBV19*01,TRBJ2-2*01,0,A*02:01,,,,,
453,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ43*01,TRBV19*01,TRBJ2-2*01,0,A*02:01,,,,,
454,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ43*01,TRBV6-5*01,TRBJ2-2*01,0,A*02:01,,,,,
455,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ43*01,TRBV19*01,TRBJ2-2*01,0,A*02:01,,,,,
456,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ43*01,TRBV19*01,TRBJ2-2*01,0,A*02:01,,,,,
457,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ43*01,TRBV4-2*01,TRBJ2-2*01,0,A*02:01,,,,,
458,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ34*01,TRBV7-9*01,TRBJ2-2*01,0,A*02:01,,,,,
459,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ36*01,TRBV2*01,TRBJ2-2*01,0,A*02:01,,,,,
460,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ43*01,TRBV6-5*01,TRBJ2-2*01,0,A*02:01,,,,,
462,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ43*01,TRBV2*01,TRBJ2-2*01,0,A*02:01,,,,,
463,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ43*01,TRBV20-1*01,TRBJ2-2*01,0,A*02:01,,,,,
468,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ43*01,TRBV2*01,TRBJ2-2*01,0,A*02:01,,,,,
470,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ43*01,TRBV2*01,TRBJ2-2*01,0,A*02:01,,,,,
653,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ49*01,TRBV5-6*01,TRBJ2-2*01,0,A*02:01,,,,,
656,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ43*01,TRBV5-1*01,TRBJ2-2*01,0,A*02:01,,,,,
658,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ43*01,TRBV2*01,TRBJ2-7*01,0,A*02:01,,,,,
1038,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ34*01,TRBV7-8*01,TRBJ2-2*01,0,A*02:01,,,,,
1039,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ43*01,TRBV10-2*01,TRBJ2-2*01,0,A*02:01,,,,,
1040,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ15*01,TRBV12-5*01,TRBJ2-2*01,0,A*02:01,,,,,
1286,,,,,,,,,,,,gene_usage,,,,TRAV12-2*01,TRAJ34*01,TRBV7-8*01,TRBJ2-2*01,0,A*02:01,,,,,
1371,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ43*01,TRBV7-8*01,TRBJ2-2*01,0,A*02:01,,,,,
1372,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ43*01,TRBV15*01,TRBJ2-2*01,0,A*02:01,,,,,
1374,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ43*01,TRBV2*01,TRBJ2-2*01,0,A*02:01,,,,,
1375,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ47*01,TRBV2*01,TRBJ2-2*01,0,A*02:01,,,,,
1381,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ34*01,TRBV7-9*01,TRBJ2-2*01,0,A*02:01,,,,,
1384,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ41*01,TRBV24-1*01,TRBJ2-2*01,0,A*02:01,,,,,
1385,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ43*01,TRBV2*01,TRBJ2-2*01,0,A*02:01,,,,,
1388,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ43*01,TRBV5-4*01,TRBJ2-2*01,0,A*02:01,,,,,
1389,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ34*01,TRBV7-8*01,TRBJ2-2*01,0,A*02:01,,,,,
1390,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ43*01,TRBV15*01,TRBJ2-2*01,0,A*02:01,,,,,
1391,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ43*01,TRBV5-1*01,TRBJ2-2*01,0,A*02:01,,,,,
1392,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ34*01,TRBV7-9*01,TRBJ2-2*01,0,A*02:01,,,,,
1393,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ20*01,TRBV7-3*01,TRBJ2-2*01,0,A*02:01,,,,,
1394,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ43*01,TRBV7-8*01,TRBJ2-2*01,0,A*02:01,,,,,
1395,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ34*01,TRBV4-3*01,TRBJ2-2*01,0,A*02:01,,,,,
1397,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ43*01,TRBV2*01,TRBJ2-2*01,0,A*02:01,,,,,
1398,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ43*01,TRBV2*01,TRBJ2-2*01,0,A*02:01,,,,,
1399,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ43*01,TRBV24-1*01,TRBJ2-2*01,0,A*02:01,,,,,
1401,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ43*01,TRBV28*01,TRBJ2-2*01,0,A*02:01,,,,,
1402,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ43*01,TRBV7-8*01,TRBJ2-2*01,0,A*02:01,,,,,
1403,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ43*01,TRBV2*01,TRBJ2-2*01,0,A*02:01,,,,,
1405,,,,,,,,,,,,gene_usage,,,,TRAV12-1*01,TRAJ43*01,TRBV2*01,TRBJ2-2*01,0,A*02:01,,,,,
